book_id,goodreads_book_id,best_book_id,work_id,title,author,average_rating,ratings_count,genre,bag_of_words,,wordcloud
2393,455930,455930,22852,"Echo Burning (Jack Reacher, #5) by Lee Child",leechild,3.98,38524,thriller fiction mystery crime suspense action adventure novel,leechild thriller fiction mystery crime suspense action adventure novel,,
2394,1895792,1895792,6807768,"The Fury / Dark Reunion (The Vampire Diaries, #3-4) by L.J. Smith",ljsmith,3.74,51745,fantasy paranormal romance fiction horror magic mystery contemporary action drama sciencefiction,ljsmith fantasy paranormal romance fiction horror magic mystery contemporary action drama sciencefiction,,
2395,24378015,24378015,42942273,"Never Never (Never Never, #1) by Colleen Hoover",colleenhoover,4.12,54590,romance contemporary mystery paranormal fiction suspense fantasy thriller drama,colleenhoover romance contemporary mystery paranormal fiction suspense fantasy thriller drama,,
2396,15818362,15818362,14106097,Into the Darkest Corner by Elizabeth Haynes,elizabethhaynes,4.1,20725,thriller mystery fiction suspense crime romance contemporary drama horror psychology novel,elizabethhaynes thriller mystery fiction suspense crime romance contemporary drama horror psychology novel,,
2397,76237,76237,187956,The Further Adventures of Sherlock Holmes: After Sir Arthur Conan Doyle (classics Crime) by Richard Lancelyn Green,richardlancelyngreen,4.4,36863,mystery classics fiction crime literature adventure thriller suspense historicalfiction fantasy,richardlancelyngreen mystery classics fiction crime literature adventure thriller suspense historicalfiction fantasy,,
2398,79378,79378,22566,"Roses are Red (Alex Cross, #6) by James Patterson",jamespatterson,4.02,44383,mystery fiction thriller crime suspense novel murder,jamespatterson mystery fiction thriller crime suspense novel murder,,
2399,43893,43893,1443364,"Naked Empire (Sword of Truth, #8) by Terry Goodkind",terrygoodkind,3.82,39682,fantasy fiction magic epic romance adventure sciencefiction novel science,terrygoodkind fantasy fiction magic epic romance adventure sciencefiction novel science,,
2400,92147,92147,1467817,"Map of Bones (Sigma Force, #2) by James Rollins",jamesrollins,4.06,42828,thriller fiction adventure mystery action suspense historicalfiction sciencefiction crime history fantasy contemporary novel,jamesrollins thriller fiction adventure mystery action suspense historicalfiction sciencefiction crime history fantasy contemporary novel,,
2401,22571540,22571540,42038027,The Stranger by Harlan Coben,harlancoben,3.85,32333,mystery thriller fiction suspense crime contemporary novel murder drama,harlancoben mystery thriller fiction suspense crime contemporary novel murder drama,,
2402,1537534,1537534,1205579,"Unbelievable (Pretty Little Liars, #4) by Sara Shepard",sarashepard,4.06,46722,contemporary fiction mystery romance thriller drama suspense crime,sarashepard contemporary fiction mystery romance thriller drama suspense crime,,
2403,45195,45195,4574850,A Passage to India by E.M. Forster,emforster,3.66,46675,classics fiction india historicalfiction literature novel indian drama history travel modern,emforster classics fiction india historicalfiction literature novel indian drama history travel modern,,
2404,19549841,19549841,17375239,"Seraphina (Seraphina, #1) by Rachel Hartman",rachelhartman,3.98,33510,fantasy romance fiction mystery adventure magic paranormal medieval sciencefiction novel,rachelhartman fantasy romance fiction mystery adventure magic paranormal medieval sciencefiction novel,,
2405,26046,26046,668492,"Morrigan's Cross (Circle Trilogy, #1) by Nora Roberts",noraroberts,4.14,43455,romance fantasy paranormal fiction magic contemporary mystery adventure suspense sciencefiction horror,noraroberts romance fantasy paranormal fiction magic contemporary mystery adventure suspense sciencefiction horror,,
2406,49824,49824,927520,"The Mammoth Hunters (Earth's childrens, #3) by Jean M. Auel",jeanmauel,3.88,44834,historicalfiction fiction history romance fantasy novel classics drama adventure literature epic childrens sciencefiction contemporary,jeanmauel historicalfiction fiction history romance fantasy novel classics drama adventure literature epic childrens sciencefiction contemporary,,
2407,2903736,2903736,2930878,"Princeps' Fury (Codex Alera, #5) by Jim Butcher",jimbutcher,4.35,42827,fantasy fiction magic sciencefiction adventure action science romance epic novel,jimbutcher fantasy fiction magic sciencefiction adventure action science romance epic novel,,
2408,73968,73968,816372,"Love Story (Love Story, #1) by Erich Segal",erichsegal,3.6,41177,romance classics fiction contemporary novel drama literature,erichsegal romance classics fiction contemporary novel drama literature,,
2409,858513,858513,2394502,Chrysanthemum by Kevin Henkes,kevinhenkes,4.31,43520,childrens fiction fantasy classics humor,kevinhenkes childrens fiction fantasy classics humor,,
2410,11808950,11808950,16762455,"Sweet Evil (Sweet, #1) by Wendy Higgins",wendyhiggins,4.13,58879,paranormal fantasy romance fiction magic contemporary,wendyhiggins paranormal fantasy romance fiction magic contemporary,,
2411,21484,21484,1936731,"The Winds of War (The Henry Family, #1) by Herman Wouk",hermanwouk,4.36,41940,historicalfiction fiction novel literature classics history epic romance drama,hermanwouk historicalfiction fiction novel literature classics history epic romance drama,,
2412,12341557,12341557,15678889,"The Wind Through the Keyhole (The Dark Tower, #4.5) by Stephen King",stephenking,4.14,35888,fantasy fiction horror sciencefiction adventure novel thriller epic mystery dystopia paranormal magic,stephenking fantasy fiction horror sciencefiction adventure novel thriller epic mystery dystopia paranormal magic,,
2413,68527,68527,881821,"The Last Kingdom (The Saxon Stories, #1) by Bernard Cornwell",bernardcornwell,4.23,38890,historicalfiction fiction fantasy history medieval adventure novel action literature,bernardcornwell historicalfiction fiction fantasy history medieval adventure novel action literature,,
2414,81948,81948,79122,The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It by Michael E. Gerber,michaelegerber,3.98,37671,selfhelp nonfiction business finance psychology money,michaelegerber selfhelp nonfiction business finance psychology money,,
2415,281235,281235,1142982,"Bunnicula (Bunnicula, #1) by James Howe",jameshowe,3.83,50699,childrens fantasy mystery horror classics paranormal fiction novel comedy,jameshowe childrens fantasy mystery horror classics paranormal fiction novel comedy,,
2416,66678,66678,282950,"Exile (Forgotten Realms: The Dark Elf Trilogy, #2; Legend of Drizzt, #2) by R.A. Salvatore",rasalvatore,4.24,37728,fantasy fiction adventure magic novel sciencefiction epic action science,rasalvatore fantasy fiction adventure magic novel sciencefiction epic action science,,
2417,11947829,11947829,17385456,"Ascend (Trylle, #3) by Amanda Hocking",amandahocking,4.08,26350,fantasy paranormal romance magic fiction adventure action,amandahocking fantasy paranormal romance magic fiction adventure action,,
2418,10822858,10822858,7211561,"The Keeper of Lost Causes (Department Q, #1) by Jussi Adler-Olsen",jussiadlerolsen,3.98,36825,mystery crime fiction thriller suspense contemporary novel,jussiadlerolsen mystery crime fiction thriller suspense contemporary novel,,
2420,3992598,3992598,4038656,The Demigod Files (Percy Jackson and the Olympians) by Rick Riordan,rickriordan,4.04,55442,fantasy fiction adventure childrens magic action humor paranormal romance contemporary novel,rickriordan fantasy fiction adventure childrens magic action humor paranormal romance contemporary novel,,
2421,1297985,1297985,2304379,Musicophilia: Tales of Music and the Brain by Oliver Sacks,oliversacks,3.88,38152,science psychology nonfiction biology philosophy art biography memoir,oliversacks science psychology nonfiction biology philosophy art biography memoir,,
2422,25526965,25526965,45313982,"End of Watch (Bill Hodges Trilogy, #3) by Stephen King",stephenking,4.09,33780,horror fiction thriller mystery crime suspense paranormal fantasy novel contemporary sciencefiction murder,stephenking horror fiction thriller mystery crime suspense paranormal fantasy novel contemporary sciencefiction murder,,
2423,3684856,3684856,3793700,Fool by Christopher Moore,christophermoore,3.96,41502,humor fiction fantasy comedy historicalfiction contemporary novel literature history paranormal classics,christophermoore humor fiction fantasy comedy historicalfiction contemporary novel literature history paranormal classics,,
2424,69136,69136,1164024,The Book of Lost Things by John Connolly,johnconnolly,3.98,43086,fantasy fiction horror adventure mystery magic historicalfiction novel contemporary childrens thriller paranormal suspense,johnconnolly fantasy fiction horror adventure mystery magic historicalfiction novel contemporary childrens thriller paranormal suspense,,
2425,49195,49195,775862,My Life by Bill Clinton,billclinton,3.72,35852,biography history nonfiction memoir science fiction,billclinton biography history nonfiction memoir science fiction,,
2426,59952,59952,899481,300 by Frank Miller,frankmiller,3.93,38323,comics historicalfiction fiction history fantasy action novel art adventure contemporary drama ancient,frankmiller comics historicalfiction fiction history fantasy action novel art adventure contemporary drama ancient,,
2427,6697305,6697305,6892987,"Storm Warning (The 39 Clues, #9) by Linda Sue Park",lindasuepark,3.98,39115,mystery fiction adventure childrens fantasy action historicalfiction suspense thriller history contemporary modern humor travel,lindasuepark mystery fiction adventure childrens fantasy action historicalfiction suspense thriller history contemporary modern humor travel,,
2428,6950688,6950688,7185126,"Only the Good Spy Young (Gallagher Girls, #4) by Ally Carter",allycarter,4.29,51772,mystery romance contemporary adventure fiction action thriller crime humor suspense fantasy,allycarter mystery romance contemporary adventure fiction action thriller crime humor suspense fantasy,,
2429,455941,455941,224290,"Persuader (Jack Reacher, #7) by Lee Child",leechild,4.09,37434,thriller fiction mystery crime suspense action adventure novel,leechild thriller fiction mystery crime suspense action adventure novel,,
2430,58077,58077,2027280,"Grave Sight (Harper Connelly, #1) by Charlaine Harris",charlaineharris,3.85,52215,mystery paranormal fantasy fiction crime romance horror thriller contemporary suspense sciencefiction magic novel,charlaineharris mystery paranormal fantasy fiction crime romance horror thriller contemporary suspense sciencefiction magic novel,,
2432,407234,407234,3355824,"Blood Brothers (Sign of Seven, #1) by Nora Roberts",noraroberts,4.15,42696,romance paranormal mystery contemporary horror fantasy suspense fiction magic thriller adventure,noraroberts romance paranormal mystery contemporary horror fantasy suspense fiction magic thriller adventure,,
2433,10912,10912,3349571,Picture Perfect by Jodi Picoult,jodipicoult,3.52,41631,fiction contemporary romance drama novel mystery literature modern,jodipicoult fiction contemporary romance drama novel mystery literature modern,,
2434,294963,294963,286213,"Rurouni Kenshin, Vol. 1: Meiji Swordsman Romantic Story (Rurouni Kenshin, #1) by Nobuhiro Watsuki",nobuhirowatsuki,4.33,36765,comics historicalfiction fiction romance fantasy adventure action humor drama history classics crime comedy,nobuhirowatsuki comics historicalfiction fiction romance fantasy adventure action humor drama history classics crime comedy,,
2435,9888775,9888775,14780777,Catching Jordan by Miranda Kenneally,mirandakenneally,3.85,50383,romance contemporary sports fiction humor drama,mirandakenneally romance contemporary sports fiction humor drama,,
2436,18600,18600,876314,Touching the Void: The True Story of One Man's Miraculous Survival by Joe Simpson,joesimpson,4.2,36048,adventure nonfiction biography travel memoir sports history novel contemporary literature thriller,joesimpson adventure nonfiction biography travel memoir sports history novel contemporary literature thriller,,
2437,15784909,15784909,21502991,"This Girl (Slammed, #3) by Colleen Hoover",colleenhoover,4.18,58808,romance contemporary fiction poetry drama,colleenhoover romance contemporary fiction poetry drama,,
2438,205330,205330,198687,There Was an Old Lady Who Swallowed a Fly by Simms Taback,simmstaback,4.2,41867,childrens poetry humor fiction fantasy classics science,simmstaback childrens poetry humor fiction fantasy classics science,,
2439,2255,2255,856599,Way of the Peaceful Warrior: A Book That Changes Lives by Dan Millman,danmillman,4.13,34136,spirituality philosophy selfhelp psychology nonfiction biography memoir novel religion fantasy classics literature business sports contemporary,danmillman spirituality philosophy selfhelp psychology nonfiction biography memoir novel religion fantasy classics literature business sports contemporary,,
2440,12781,12781,1434467,The Satanic Verses by Salman Rushdie,salmanrushdie,3.71,37354,fiction classics literature india fantasy religion novel contemporary indian philosophy modern historicalfiction,salmanrushdie fiction classics literature india fantasy religion novel contemporary indian philosophy modern historicalfiction,,
2441,6178648,6178648,6358552,Nothing to Envy: Ordinary Lives in North Korea by Barbara Demick,barbarademick,4.42,37284,nonfiction history biography travel memoir dystopia contemporary economics,barbarademick nonfiction history biography travel memoir dystopia contemporary economics,,
2442,866222,866222,856917,Winning by Jack Welch,jackwelch,3.8,33160,business biography selfhelp nonfiction economics memoir finance,jackwelch business biography selfhelp nonfiction economics memoir finance,,
2443,17158596,17158596,23582083,"Collide (Collide, #1) by Gail McHugh",gailmchugh,4.24,55720,romance contemporary drama fiction,gailmchugh romance contemporary drama fiction,,
2444,3860977,3860977,3906123,How We Decide by Jonah Lehrer,jonahlehrer,3.81,32507,psychology science nonfiction business selfhelp economics philosophy biology,jonahlehrer psychology science nonfiction business selfhelp economics philosophy biology,,
2445,91661,91661,891863,"The Beekeeper's Apprentice (Mary Russell, #1) by Laurie R. King",laurierking,4.08,46665,mystery fiction historicalfiction crime adventure novel thriller suspense history romance fantasy,laurierking mystery fiction historicalfiction crime adventure novel thriller suspense history romance fantasy,,
2446,356321,356321,2682241,The Story of Babar by Jean de Brunhoff,jeandebrunhoff,4.07,50976,childrens fiction classics fantasy adventure literature,jeandebrunhoff childrens fiction classics fantasy adventure literature,,
2447,8458018,8458018,13322179,"The Warlock (The Secrets of the Immortal Nicholas Flamel, #5) by Michael Scott",michaelscott,4.17,41271,fantasy magic fiction adventure paranormal action historicalfiction childrens sciencefiction mystery novel,michaelscott fantasy magic fiction adventure paranormal action historicalfiction childrens sciencefiction mystery novel,,
2448,6316821,6316821,6502096,"First Lord's Fury (Codex Alera, #6) by Jim Butcher",jimbutcher,4.37,41816,fantasy fiction magic adventure epic sciencefiction action science romance novel,jimbutcher fantasy fiction magic adventure epic sciencefiction action science romance novel,,
2449,6834410,6834410,7045390,The Imperfectionists by Tom Rachman,tomrachman,3.54,36571,fiction novel literature contemporary historicalfiction drama humor,tomrachman fiction novel literature contemporary historicalfiction drama humor,,
2450,16151178,16151178,21547521,The Sea of Tranquility by Katja Millay,katjamillay,4.34,52982,romance contemporary fiction crime drama mystery,katjamillay romance contemporary fiction crime drama mystery,,
2451,9517,9517,6127168,"Persepolis 2: The Story of a Return (Persepolis, #2) by Marjane Satrapi",marjanesatrapi,4.23,45718,comics memoir nonfiction biography history religion historicalfiction art contemporary novel literature,marjanesatrapi comics memoir nonfiction biography history religion historicalfiction art contemporary novel literature,,
2452,64217,64217,968512,"Pyramids (Discworld, #7) by Terry Pratchett",terrypratchett,3.88,44710,fantasy fiction humor comedy novel sciencefiction magic adventure science religion,terrypratchett fantasy fiction humor comedy novel sciencefiction magic adventure science religion,,
2453,149302,149302,144096,"Silverthorn (The Riftwar Saga, #3) by Raymond E. Feist",raymondefeist,4.06,42148,fantasy fiction magic adventure epic sciencefiction romance novel action mystery science,raymondefeist fantasy fiction magic adventure epic sciencefiction romance novel action mystery science,,
2454,1314332,1314332,3128767,Before I Die by Jenny Downham,jennydownham,3.84,38551,romance fiction drama novel youngadult,jennydownham romance fiction drama novel youngadult,,
2455,6728738,6728738,6924954,Committed: A Skeptic Makes Peace with Marriage by Elizabeth Gilbert,elizabethgilbert,3.39,37410,memoir nonfiction biography travel romance history contemporary selfhelp novel psychology spirituality,elizabethgilbert memoir nonfiction biography travel romance history contemporary selfhelp novel psychology spirituality,,
2456,104378,104378,100634,Keeping the Moon by Sarah Dessen,sarahdessen,3.86,51537,romance contemporary fiction novel youngadult,sarahdessen romance contemporary fiction novel youngadult,,
2457,18080920,18080920,25389330,"The Transfer (Divergent, #0.1) by Veronica Roth",veronicaroth,4.19,42240,dystopia fiction fantasy sciencefiction romance adventure action,veronicaroth dystopia fiction fantasy sciencefiction romance adventure action,,
2458,43887,43887,3028732,"Chainfire (Sword of Truth, #9) by Terry Goodkind",terrygoodkind,3.95,38743,fantasy fiction magic epic romance adventure sciencefiction novel mystery action science,terrygoodkind fantasy fiction magic epic romance adventure sciencefiction novel mystery action science,,
2459,129650,129650,2897158,Mastering the Art of French Cooking by Julia Child,juliachild,4.33,34055,nonfiction classics travel,juliachild nonfiction classics travel,,
2460,9876989,9876989,8097252,"Blue Exorcist, Vol. 1  (Blue Exorcist, #1) by Kazue Kato",kazuekato,4.36,39464,fantasy comics paranormal action fiction horror adventure magic comedy humor,kazuekato fantasy comics paranormal action fiction horror adventure magic comedy humor,,
2461,604803,604803,1025414,"Confessor (Sword of Truth, #11) by Terry Goodkind",terrygoodkind,4.08,37862,fantasy fiction epic romance adventure sciencefiction science magic novel paranormal philosophy,terrygoodkind fantasy fiction epic romance adventure sciencefiction science magic novel paranormal philosophy,,
2462,88815,88815,725380,The Reluctant Fundamentalist by Mohsin Hamid,mohsinhamid,3.67,33879,fiction contemporary literature novel religion classics historicalfiction thriller suspense romance drama,mohsinhamid fiction contemporary literature novel religion classics historicalfiction thriller suspense romance drama,,
2463,12432220,12432220,16221764,The False Prince (The Ascendance Trilogy #1) by Jennifer A. Nielsen,jenniferanielsen,4.22,49667,fantasy adventure fiction mystery historicalfiction childrens action medieval romance suspense,jenniferanielsen fantasy adventure fiction mystery historicalfiction childrens action medieval romance suspense,,
2464,85386,85386,802269,"Rabbit, Run (Rabbit Angstrom #1) by John Updike",johnupdike,3.57,39485,fiction classics literature novel contemporary modern,johnupdike fiction classics literature novel contemporary modern,,
2465,56627,56627,152688,Stumbling on Happiness by Daniel Todd Gilbert,danieltoddgilbert,3.82,37601,nonfiction psychology science selfhelp philosophy business economics,danieltoddgilbert nonfiction psychology science selfhelp philosophy business economics,,
2466,400412,400412,15306654,The Waste Land and Other Poems by T.S. Eliot,tseliot,4.23,38462,poetry classics literature nonfiction modern philosophy,tseliot poetry classics literature nonfiction modern philosophy,,
2467,201146,201146,506009,Little Bear by Else Holmelund Minarik,elseholmelundminarik,4.22,46731,childrens fiction classics fantasy,elseholmelundminarik childrens fiction classics fantasy,,
2468,206172,206172,15570165,The Pit and the Pendulum by Edgar Allan Poe,edgarallanpoe,4.15,40289,classics horror fiction mystery literature poetry fantasy suspense thriller historicalfiction novel history crime,edgarallanpoe classics horror fiction mystery literature poetry fantasy suspense thriller historicalfiction novel history crime,,
2469,34529,34529,1185086,"Lords and Ladies (Discworld, #14; Witches #4) by Terry Pratchett",terrypratchett,4.14,43980,fantasy humor fiction comedy magic novel sciencefiction adventure science,terrypratchett fantasy humor fiction comedy magic novel sciencefiction adventure science,,
2470,62530,62530,819104,"Thud! (Discworld, #34; City Watch #7) by Terry Pratchett",terrypratchett,4.29,44496,fantasy fiction humor comedy mystery sciencefiction novel magic crime adventure,terrypratchett fantasy fiction humor comedy mystery sciencefiction novel magic crime adventure,,
2471,28876,28876,726205,"His Majesty's Dragon (Temeraire, #1) by Naomi Novik",naominovik,4.05,48381,fantasy historicalfiction fiction adventure sciencefiction history action novel epic magic paranormal,naominovik fantasy historicalfiction fiction adventure sciencefiction history action novel epic magic paranormal,,
2472,444304,444304,1092293,"The Field Guide (The Spiderwick Chronicles, #1) by Holly Black",hollyblack,3.85,56913,fantasy childrens fiction adventure magic paranormal mystery novel contemporary,hollyblack fantasy childrens fiction adventure magic paranormal mystery novel contemporary,,
2473,7497897,7497897,9657002,Radical: Taking Back Your Faith from the American Dream by David Platt,davidplatt,4.18,36326,religion nonfiction spirituality,davidplatt religion nonfiction spirituality,,
2474,1303,1303,1297604,The 48 Laws of Power by Robert Greene,robertgreene,4.18,37613,business psychology philosophy selfhelp history nonfiction economics classics biography science,robertgreene business psychology philosophy selfhelp history nonfiction economics classics biography science,,
2475,41667,41667,2682098,"My Side of the Mountain (Mountain, #1) by Jean Craighead George",jeancraigheadgeorge,4.03,47002,fiction childrens adventure classics novel historicalfiction contemporary literature youngadult,jeancraigheadgeorge fiction childrens adventure classics novel historicalfiction contemporary literature youngadult,,
2476,3392089,3392089,3723657,"The Winter Sea (Slains, #1) by Susanna Kearsley",susannakearsley,4.07,39572,historicalfiction romance fiction fantasy contemporary mystery paranormal history sciencefiction novel,susannakearsley historicalfiction romance fiction fantasy contemporary mystery paranormal history sciencefiction novel,,
2477,5861926,5861926,6034082,"The Sword Thief (The 39 Clues, #3) by Peter Lerangis",peterlerangis,3.87,41021,mystery adventure fiction childrens fantasy action suspense historicalfiction thriller contemporary history novel travel,peterlerangis mystery adventure fiction childrens fantasy action suspense historicalfiction thriller contemporary history novel travel,,
2478,85437,20454107,944350,Coma by Robin Cook,robincook,3.86,29071,fiction thriller mystery horror suspense sciencefiction crime novel classics science contemporary drama action murder adventure,robincook fiction thriller mystery horror suspense sciencefiction crime novel classics science contemporary drama action murder adventure,,
2479,46945,46945,526038,Requiem for a Dream by Hubert Selby Jr.,hubertselbyjr,4.1,37995,fiction classics thriller contemporary mystery literature crime novel psychology drama modern,hubertselbyjr fiction classics thriller contemporary mystery literature crime novel psychology drama modern,,
2480,111332,111332,1346922,"Into the Wild (Warriors, #1) by Erin Hunter",erinhunter,4.29,48111,fantasy fiction childrens adventure action novel mystery,erinhunter fantasy fiction childrens adventure action novel mystery,,
2481,76401,76401,1240262,Bury My Heart at Wounded Knee: An Indian History of the American West by Dee Brown,deebrown,4.21,40565,history classics nonfiction biography historicalfiction literature memoir,deebrown history classics nonfiction biography historicalfiction literature memoir,,
2483,16033902,16033902,21805183,"Rush (Breathless, #1) by Maya Banks",mayabanks,3.97,53937,romance contemporary fiction drama,mayabanks romance contemporary fiction drama,,
2484,3052106,3052106,17943436,The Picture of Dorian Gray: A Graphic Novel by Ian Edginton,ianedginton,4.12,40650,classics fiction comics fantasy horror novel literature magic science childrens mystery,ianedginton classics fiction comics fantasy horror novel literature magic science childrens mystery,,
2485,11557,11557,2947187,Swan Song by Robert McCammon,robertmccammon,4.28,38018,horror fiction fantasy sciencefiction dystopia thriller epic science adventure novel contemporary paranormal suspense modern,robertmccammon horror fiction fantasy sciencefiction dystopia thriller epic science adventure novel contemporary paranormal suspense modern,,
2486,22522805,22522805,41115424,The Buried Giant by Kazuo Ishiguro,kazuoishiguro,3.42,31271,fantasy fiction historicalfiction literature novel contemporary adventure history medieval magic,kazuoishiguro fantasy fiction historicalfiction literature novel contemporary adventure history medieval magic,,
2488,4070493,4070493,4117634,"Need (Need, #1) by Carrie Jones",carriejones,3.71,54819,fantasy paranormal romance fiction magic mystery contemporary youngadult adventure,carriejones fantasy paranormal romance fiction magic mystery contemporary youngadult adventure,,
2489,2442,2442,929672,"Witches Abroad (Discworld, #12; Witches #3) by Terry Pratchett",terrypratchett,4.2,47875,fantasy humor fiction comedy magic novel sciencefiction adventure science,terrypratchett fantasy humor fiction comedy magic novel sciencefiction adventure science,,
2490,721012,721012,18197624,The Legend of Sleepy Hollow and Other Stories by Geoffrey Crayon,geoffreycrayon,3.93,42952,fiction classics historicalfiction mystery paranormal adventure childrens suspense novel history,geoffreycrayon fiction classics historicalfiction mystery paranormal adventure childrens suspense novel history,,
2491,117,117,3634575,Heretics of Dune (Dune Chronicles #5) by Frank Herbert,frankherbert,3.83,40415,sciencefiction fiction fantasy classics science novel religion adventure literature epic philosophy,frankherbert sciencefiction fiction fantasy classics science novel religion adventure literature epic philosophy,,
2492,772852,772852,2094533,The Cross and the Switchblade by David Wilkerson,davidwilkerson,4.2,37349,biography nonfiction religion memoir classics spirituality history novel crime,davidwilkerson biography nonfiction religion memoir classics spirituality history novel crime,,
2493,346087,346087,6614434,"Captain's Fury (Codex Alera, #4) by Jim Butcher",jimbutcher,4.38,42769,fantasy fiction magic adventure epic sciencefiction science action romance novel paranormal,jimbutcher fantasy fiction magic adventure epic sciencefiction science action romance novel paranormal,,
2494,9912994,9912994,14805540,"Damned (Damned, #1) by Chuck Palahniuk",chuckpalahniuk,3.38,33787,fantasy horror contemporary comedy novel paranormal literature religion fiction,chuckpalahniuk fantasy horror contemporary comedy novel paranormal literature religion fiction,,
2495,222458,222458,1139031,Rules by Cynthia Lord,cynthialord,3.96,42950,fiction childrens contemporary novel,cynthialord fiction childrens contemporary novel,,
2496,8584686,8584686,13438215,Swamplandia! by Karen Russell,karenrussell,3.21,38955,fiction fantasy contemporary novel literature adventure humor,karenrussell fiction fantasy contemporary novel literature adventure humor,,
2497,49353,49353,449477,"The Last Coyote (Harry Bosch, #4; Harry Bosch Universe, #4) by Michael Connelly",michaelconnelly,4.21,37717,mystery fiction crime thriller suspense murder novel action,michaelconnelly mystery fiction crime thriller suspense murder novel action,,
2498,2715,2715,73206,Salt: A World History by Mark Kurlansky,markkurlansky,3.73,39402,history nonfiction science economics business travel,markkurlansky history nonfiction science economics business travel,,
2499,31173,31173,40852693,Villette by Charlotte Brontë,charlottebront�,3.75,41793,classics fiction romance literature historicalfiction novel drama,charlottebront� classics fiction romance literature historicalfiction novel drama,,
2500,10552338,10552338,15458989,Reamde by Neal Stephenson,nealstephenson,3.96,34839,fiction sciencefiction thriller mystery adventure novel contemporary fantasy crime suspense action literature science,nealstephenson fiction sciencefiction thriller mystery adventure novel contemporary fantasy crime suspense action literature science,,
2501,34502,34502,1107935,"Soul Music (Discworld, #16; Death, #3) by Terry Pratchett",terrypratchett,4.02,43626,fantasy fiction humor comedy novel magic sciencefiction adventure,terrypratchett fantasy fiction humor comedy novel magic sciencefiction adventure,,
2502,14740588,14740588,20387074,"Notorious Nineteen (Stephanie Plum, #19) by Janet Evanovich",janetevanovich,3.9,42656,mystery fiction humor romance crime comedy contemporary suspense adventure action thriller novel,janetevanovich mystery fiction humor romance crime comedy contemporary suspense adventure action thriller novel,,
2503,6117055,6117055,6295163,The Greatest Show on Earth: The Evidence for Evolution by Richard Dawkins,richarddawkins,4.16,34088,science nonfiction biology religion philosophy history,richarddawkins science nonfiction biology religion philosophy history,,
2504,392297,392297,3696736,"Sin City, Vol. 1: The Hard Goodbye (Sin City, #1) by Frank Miller",frankmiller,4.16,40866,comics fiction crime mystery thriller fantasy horror novel art contemporary action dystopia sciencefiction,frankmiller comics fiction crime mystery thriller fantasy horror novel art contemporary action dystopia sciencefiction,,
2505,356896,356896,347061,The Greatest Salesman in the World by Og Mandino,ogmandino,4.19,35971,selfhelp psychology philosophy spirituality nonfiction classics business money religion finance economics,ogmandino selfhelp psychology philosophy spirituality nonfiction classics business money religion finance economics,,
2506,3758,3758,2503304,"Casino Royale (James Bond, #1) by Ian Fleming",ianfleming,3.73,39150,fiction thriller mystery classics adventure crime novel suspense action literature,ianfleming fiction thriller mystery classics adventure crime novel suspense action literature,,
2507,83144,83144,12615171,"The Bronze Horseman (The Bronze Horseman, #1) by Paullina Simons",paullinasimons,4.34,37369,romance fiction historicalfiction history drama contemporary epic,paullinasimons romance fiction historicalfiction history drama contemporary epic,,
2508,11346,11346,3207953,Sula by Toni Morrison,tonimorrison,3.86,37196,fiction classics historicalfiction literature novel contemporary,tonimorrison fiction classics historicalfiction literature novel contemporary,,
2509,17999892,25843420,24748164,"The Atlantis Gene (The Origin Mystery, #1) by A.G. Riddle",agriddle,3.69,20626,sciencefiction fiction thriller mystery fantasy adventure action suspense dystopia historicalfiction paranormal science contemporary novel,agriddle sciencefiction fiction thriller mystery fantasy adventure action suspense dystopia historicalfiction paranormal science contemporary novel,,
2510,7148256,7148256,7413156,"The Red Queen (The Plantagenet and Tudor novel, #3) by Philippa Gregory",philippagregory,3.74,42128,historicalfiction fiction history romance medieval novel biography,philippagregory historicalfiction fiction history romance medieval novel biography,,
2511,6642402,6642402,6836876,"Something About You (FBI/US Attorney, #1) by Julie James",juliejames,3.94,47720,romance contemporary suspense mystery fiction crime humor action thriller,juliejames romance contemporary suspense mystery fiction crime humor action thriller,,
2512,105552,105552,2363835,Mr. Brown Can Moo! Can You? by Dr. Seuss,drseuss,4.11,41437,childrens fiction classics fantasy poetry humor,drseuss childrens fiction classics fantasy poetry humor,,
2513,10607,10607,1738813,"Black House (The Talisman, #2) by Stephen King",stephenking,3.99,40734,horror fantasy fiction thriller mystery paranormal novel suspense crime adventure sciencefiction contemporary,stephenking horror fantasy fiction thriller mystery paranormal novel suspense crime adventure sciencefiction contemporary,,
2514,15719,15719,2371238,Marvel 1602 by Neil Gaiman,neilgaiman,3.93,43541,comics fantasy fiction historicalfiction sciencefiction history adventure magic paranormal novel art,neilgaiman comics fantasy fiction historicalfiction sciencefiction history adventure magic paranormal novel art,,
2515,26722,26722,27405,"Act of Treason (Mitch Rapp, #9) by Vince Flynn",vinceflynn,4.28,34242,fiction thriller action mystery suspense adventure crime novel drama,vinceflynn fiction thriller action mystery suspense adventure crime novel drama,,
2516,13330761,13330761,18538203,The Dog Stars by Peter Heller,peterheller,3.9,33465,fiction sciencefiction dystopia adventure novel contemporary fantasy literature thriller drama,peterheller fiction sciencefiction dystopia adventure novel contemporary fantasy literature thriller drama,,
